(10.806403297778665, 17.777010626361587)
(10.823068415879543, 17.7783955481884)
(10.842493945333322, 17.774442050053054)
(10.859237511461844, 17.776067545851312)
(10.876000203749408, 17.77781192012688)
(10.895620376871692, 17.77425848515659)
(10.912457176019785, 17.776244945646724)
(10.932209918904624, 17.772972799066505)
(10.949116875394182, 17.775204347473068)
(10.96899828060807, 17.7722160815286)
(10.985972652757363, 17.7746933614411)
(11.005980782541869, 17.77198799920812)
(11.023015455710068, 17.77471928735557)
(11.043147714243904, 17.7722970937198)
(11.060240033610778, 17.775282478952914)
(11.080490079531268, 17.773150060631842)
(11.100812709002462, 17.771172624257414)
(11.121205172129008, 17.769353578904926)
(11.138436445891003, 17.77286384226791)
(11.158940126882527, 17.771336834151043)
(11.179512490288431, 17.76996686447531)
(11.200152403761003, 17.76875468000256)
(11.220858728047709, 17.767701020478317)
(11.241629392514726, 17.766808006916627)
(11.259051993696517, 17.7711350269717)
(11.279918704342206, 17.770545098331365)
(11.30084809298967, 17.770115196453144)
(11.321839147554396, 17.769845840623102)
(11.346417198156809, 17.764761935039832)
(11.367552977391671, 17.764842005650575)
(11.388746063782143, 17.765085809772803)
(11.409994986999015, 17.7654944038227)
(11.431298120984351, 17.766069018664325)
(11.452654250236211, 17.766810296542616)
(11.477761418962633, 17.762867446712722)
(11.499249921168857, 17.763963090425865)
(11.520785438508044, 17.765230277820443)
(11.54615433252388, 17.761878018136372)
(11.567813034668848, 17.76350558480668)
(11.59335750643156, 17.760559981554604)
(11.615134662198399, 17.76255003165775)
(11.640848216997401, 17.76001525880442)
(11.662736778156406, 17.762372584671336)
(11.688613907991241, 17.760251430531213)
(11.714583470007089, 17.758350541392485)
(11.736643580110119, 17.761273889428335)
(11.762767472508163, 17.759791733038334)
(11.788980906804648, 17.75853034392985)
(11.815279972942172, 17.757493201525715)
(11.841662139645946, 17.756682134513117)
(11.86812969485164, 17.756093679195242)
(11.890514448558426, 17.760198120180462)
(11.917115738887583, 17.76003992029819)
(11.943793457713683, 17.760111151582578)
(11.970549468332194, 17.760408914171887)
(12.001639913377234, 17.756574744829834)
(12.028569101295698, 17.757356734681643)
(12.05556496937104, 17.758374335876827)
(12.08263193546902, 17.759622123418872)
(12.109764153802104, 17.761104969583272)
(12.14135257727549, 17.758580334607885)
(12.168636132965814, 17.760559629808892)
(12.20042253784176, 17.758583225379567)
(12.227853527800171, 17.761058914248448)
(12.250855265419663, 17.767908969762097)
(12.251307568999461, 17.79550083180374)
(12.251527496850125, 17.8230162418481)
(12.25151648909116, 17.850452954604485)
(12.251276545654811, 17.877808273570537)
(12.416612987376231, 17.760903506394005)
(12.449153674276397, 17.761213548841077)
(12.481782078448347, 17.761822705003496)
(12.514500737703308, 17.762727851032317)
(12.552001892421512, 17.760035913816953)
(12.584909631018915, 17.761569388625006)
(12.61789908488719, 17.76340315086769)
(12.655728756441814, 17.761727309928393)
(12.693680117427817, 17.76040882713022)
(12.726939019458303, 17.76320931262122)
(12.765099189737102, 17.762584778373213)
(12.80337006133489, 17.762323342527274)
(12.841746602944974, 17.762427842559962)
(12.88023099895293, 17.762895636139458)
(12.918816872908703, 17.76373053535186)
(12.957503178588311, 17.764932325096048)
(13.001244215888901, 17.76294315764182)
(13.040139218201654, 17.764913957944536)
(13.084124258359063, 17.76375384424758)
(13.128236617946666, 17.763024714600032)
(13.167433253180034, 17.766171289311284)
(13.211771677972663, 17.76627769555788)
(13.2562277709986, 17.766818686522143)
(13.305894814193113, 17.76444211871099)
(13.350592580916882, 17.765887621461566)
(13.400535432618149, 17.764476028110614)
(13.445460211088246, 17.76683142958168)
(13.49566068193774, 17.766392370006407)
(13.545995196840991, 17.766455702335968)
(13.596456351273027, 17.767024955589008)
(13.647044448136455, 17.76809888293325)
(13.70300142013033, 17.76656693783282)
(13.75384192594812, 17.768689356861)
(13.81007981036051, 17.768269365726194)
(13.866462601311856, 17.768421698874445)
(13.922980974172937, 17.76915060151703)
(13.979633867995023, 17.77045555270001)
(14.041770495966091, 17.769409675046646)
(14.104063422282056, 17.769006731910533)
(14.166507259697354, 17.769248489879452)
(14.229101252419493, 17.770134237368886)
(14.291833248884185, 17.77166924434863)
(14.360141497564227, 17.771080123516867)
(14.428610640040567, 17.771206001763563)
(14.497238931035255, 17.77204659489086)
(14.571500527874031, 17.770929621365386)
(14.640437699781614, 17.773240406654416)
(14.715030097773798, 17.773659521258363)
(14.795313520635283, 17.772286661977272)
(14.870237789534647, 17.774315148838642)
(14.950874870160678, 17.774617403704983)
(15.037254330769557, 17.77329573705631)
(15.118238638034605, 17.775349078359906)
(15.204982590722633, 17.7758459442396)
(15.297524323125058, 17.774884622924045)
(15.384628351489734, 17.777274218971602)
(15.483187248864532, 17.775954715157265)
(15.576291032297267, 17.77799069414926)
(15.67524083859608, 17.77877392766567)
(15.780061445479838, 17.778407860377193)
(15.885090745379683, 17.779180026281875)
(15.996025341536518, 17.778939082401752)
(16.107173633322933, 17.779907755152948)
(16.22425313547339, 17.780002432853166)
(16.341550196631808, 17.78137814389812)
(16.464808738151515, 17.78201700661511)
(16.59405185917972, 17.782022310199032)
(16.723523931728884, 17.78345081596285)
(16.859003822636282, 17.78438489169305)
(17.000512537132543, 17.784928251908404)
(17.14806988012222, 17.785184900300695)
(17.301694907536287, 17.785258976220085)
(17.45557313388257, 17.78703936661038)
(17.621371494026732, 17.78702908407023)
(17.787434958541976, 17.788866650545522)
(17.965472822214558, 17.789190302361494)
(18.14965547555355, 17.78985595400216)
(18.33999149440672, 17.7909701068573)
(18.53649190290178, 17.7926384048369)
(18.745066189714436, 17.79342124797798)
(18.96575884848658, 17.793525349763357)
(19.192668829234186, 17.794641303512094)
(19.425811222644356, 17.796873193995694)
(19.677050425898983, 17.797514129713047)
(19.9345577969046, 17.79962364566669)
(20.210234333402603, 17.80063163863523)
(20.498168187368194, 17.802157214704685)
(20.804339634994882, 17.803143748858766)
(21.122810655790595, 17.805142957323987)
(21.459575936068674, 17.80716715972343)
(21.82066273307518, 17.808366746370353)
(22.20011825211253, 17.81029577015787)
(22.603965578077805, 17.812177255198353)
(23.032245180836256, 17.81443438470115)
(23.49101207671074, 17.816464246090895)
(23.980302310606078, 17.818798354636208)
(24.500157964563485, 17.82196674409473)
(25.062683152776536, 17.82465778148)
(25.66793069924842, 17.827614745593955)
(26.322000064848236, 17.830729195501863)
(27.03098726172564, 17.83403620088168)
(27.801018763581364, 17.83770947650735)
(28.638199309555443, 17.842068362651425)
(29.55473057291856, 17.84686026404722)
(30.150307316719314, 17.898000677201768)
(31.984214628581558, 17.825549840898955)
(33.127216983981185, 17.843231554211343)
(34.52595245687749, 17.85024790209575)
(34.5390829235735, 17.995078701814485)
(34.551370692134064, 18.13998343067668)
(34.562815346773135, 18.284957185484284)
(34.57341650023348, 18.4299950607036)
(34.58317379379969, 18.575092148631256)
(34.59208689731041, 18.720243539560283)
(34.60015550916947, 18.86544432194623)
(34.60737935635609, 19.010689582573377)
(34.61375819443414, 19.155974406720972)
(34.61929180756036, 19.30129387832954)
(34.62398000849171, 19.44664308016722)
(34.627822638591724, 19.592017093996162)
(34.6308195678358, 19.73741100073895)
(34.63297069481568, 19.882819880645027)
(34.63427594674284, 20.028238813457193)
(34.63473527945096, 20.173662878578092)
(34.63434867739741, 20.319087155236687)
(34.633116153663806, 20.464506722654797)
(34.631037749955524, 20.609916660213578)
(34.62811353660034, 20.755312047620045)
(34.624343612545985, 20.900687965073548)
(34.61972810535688, 21.046039493432254)
(34.61426717120973, 21.191361714379582)
(34.607960994888316, 21.336649710590645)
(34.60080978977718, 21.48189856589864)
(34.59281379785446, 21.62710336546117)
(34.583973289683655, 21.77225919592659)
(34.57428856440452, 21.91736114560023)
(33.35260864201079, 21.97094544807135)
(31.522850994227554, 21.96088008543041)
(16.906926553731687, 20.814232298434835)
(16.903114661785956, 20.856523747269918)
(16.905130672406813, 20.899393380867206)
(16.900822007344132, 20.94167280414547)
(16.90233486951762, 20.984598240349133)
(16.897531092299026, 21.02686000871403)
(16.898540252556426, 21.06983539586488)
(15.004455519307346, 20.86951012732481)
(15.000351898221421, 20.900733750850723)
(15.002113897962364, 20.932781187446068)
(15.003683941828784, 20.964873415973948)
(15.005059213044428, 20.997008925254406)
(15.000215812870472, 21.028234168065495)
(15.001212900856261, 21.060418777672382)
(15.002017375518925, 21.0926437387924)
(15.002628799874525, 21.124907900991236)
(15.003045338889667, 21.157209854340532)
(15.003269385572086, 21.18954894526416)
(15.003296775907224, 21.221923310320765)
(15.003128979451311, 21.254332118083273)
(15.002767464368555, 21.286774577158816)
(15.002208567117194, 21.319248847239578)
(15.00145237246456, 21.351753822008117)
(15.000500366471332, 21.384288716023324)
(15.005297319707505, 21.418223147804255)
(15.003944037371305, 21.450848805228027)
(15.002392251525993, 21.483500459634882)
(15.000641615861742, 21.51617690199775)
(15.004605278573603, 21.55038613131034)
(15.002445665448993, 21.58314251985148)
(15.000088773186828, 21.615920721191454)
(15.003418684062927, 21.6503312296871)
(15.000652181018431, 21.683182445021032)
(15.00355159459462, 21.71773158651326)
(15.000372554651484, 21.750650435022834)
(15.002841442313969, 21.78533364504841)
(15.005085712084206, 21.820097913129793)
(15.001279916687498, 21.853125759824305)
(15.003088053759157, 21.888015510124333)
(15.004673750512579, 21.922983524387927)
(15.00023734836941, 21.95610877095957)
(15.001380551369598, 21.9911932821288)
(15.00229629562628, 22.02635090777633)
(15.002983771857604, 22.061580184271037)
(15.003445770148574, 22.09688092292109)
(15.003676100869505, 22.132249753792195)
(15.003674438588599, 22.167685325838647)
(15.00344269660273, 22.203187133165827)
(15.002982330897003, 22.238754555410438)
(15.00228634286292, 22.274383722345114)
(15.00135711106494, 22.310074308208247)
(15.000196549426922, 22.345825873028705)
(15.004445884096622, 22.383952736892915)
(15.0027993885514, 22.419851501202277)
(15.000916564019304, 22.455805529749227)
(15.004401794010839, 22.494229063769815)
(15.002030956623884, 22.530321950931423)
(15.004997258898293, 22.56894583515888)
(15.00213449542988, 22.605170878992652)
(15.004576821545854, 22.643987822523297)
(15.001218747090435, 22.680338437797587)
(15.003135604933282, 22.719342676192497)
(15.00477928772288, 22.758453351594223)
(14.995174503794683, 22.79232036981923)
(14.914236995711917, 22.790988981435625)
(14.83349772895231, 22.78880503918961)
(14.75296430542977, 22.78577102919683)
(14.672643029032965, 22.781888844495914)
(14.597950971059799, 22.779994957956763)
(14.523452164710253, 22.777320535761827)
(14.454528495435454, 22.776763935604944)
(14.38042140138167, 22.772567649348805)
(14.311866148695545, 22.770554825234584)
(14.243500443750632, 22.767835264595064)
(14.180628379603325, 22.767426866092748)
(14.11791821667098, 22.766375267249774)
(14.05010801425158, 22.76160253504161)
(13.993008681051133, 22.76235220633815)
(13.930819117641347, 22.75938417032201)
(13.874026306705375, 22.758952469376084)
(13.812189866118484, 22.754745909609746)
(13.755723705845995, 22.753140383607054)
(13.699419785169848, 22.750966444150308)
(9.943085578427198, 20.377476746268048)
(9.947051144763822, 20.382589656698176)
(9.945867902065114, 20.384403608928665)
(9.944672288289643, 20.386209431605128)
(9.94346723096615, 20.38800896319777)
(9.947292861007904, 20.393242154347394)
(9.946047731387456, 20.39505742306031)
(9.9447904237153, 20.396864280125946)
(9.943523091032967, 20.39866411682974)
(9.947204206657641, 20.40401301336431)
(9.94589568373651, 20.40582708380025)
(9.944577253615584, 20.407633972833906)
(9.948143550479255, 20.413074981798186)
(9.946782056913007, 20.414894190240947)
(9.945408960218913, 20.41670465338469)
(9.94885928044916, 20.422236086821698)
(9.947445234037515, 20.424059891166653)
(9.946019711277051, 20.42587474291141)
(9.949349022597119, 20.431491853371856)
(9.94788252978741, 20.433319508833414)
(9.946401661188052, 20.435135538002957)
(9.949611963710307, 20.440839018521377)
(9.94808836803903, 20.442665825179883)
(9.94655542301224, 20.44448479518688)
(9.949641866759178, 20.4502697589667)
(9.94806317098267, 20.45209635596048)
(9.951058121416517, 20.45794301372223)
(9.949436467215525, 20.459779216707112)
(9.947804198089576, 20.461606000668542)
(9.950673828951436, 20.467531263448283)
(9.948995842639807, 20.469364580373995)
(9.951771582280422, 20.475348285632393)
(9.95004784178889, 20.47718761581907)
(9.95272859751212, 20.48322824877267)
(9.950958615248851, 20.485072641430182)
(9.949179407338422, 20.48690814256433)
(9.951731081694556, 20.493021557634016)
(9.949903204398682, 20.494859030105783)
(9.952358042688477, 20.50102637220005)
(9.950486021585423, 20.502869814484978)
(9.95284287707456, 20.509089429838717)
(9.950922695263941, 20.51093427748435)
(9.95318131308158, 20.517205357912136)
(9.95537858823546, 20.52351489886602)
(9.953375784663793, 20.52537569847439)
(9.955471460802427, 20.531732332618805)
(9.953418384862818, 20.533590826110242)
(9.955416551638159, 20.539998468548067)
(9.95331580066232, 20.54185693627596)
(9.955210743736973, 20.548308686142384)
(9.957042009930625, 20.554795431398507)
(9.954855577909946, 20.556663568474672)
(9.95658353643015, 20.563193383444833)
(9.954348608734897, 20.56505912118649)
(9.955973833567622, 20.5716320886723)
(9.957531171806586, 20.578234243918732)
(9.959024452366243, 20.58487012329895)
(9.956664572748776, 20.58675118934956)
(9.958050724172198, 20.5934235113411)
(9.959372640251729, 20.600128959865692)
(9.95692056789449, 20.602007360416934)
(9.958135317424416, 20.60874814101784)
(9.959282457921402, 20.615517218852858)
(9.96036050158112, 20.622312404076105)
(9.961371751904649, 20.62913663272131)
(9.958753810557496, 20.631030029656035)
(9.95965472697161, 20.63788342719311)
(9.960488841932959, 20.64476537895651)
(9.961252038471024, 20.65166986238538)
(9.961947698079788, 20.65860154089245)
(9.962572312441383, 20.665555128328048)
(9.96312721697048, 20.67253235581942)
(9.963610125684255, 20.679529562796485)
(9.964027856638127, 20.686556929447796)
(9.96437001900758, 20.693598364210285)
(9.96464224955416, 20.700662259793678)
(9.964843500662333, 20.707746782434313)
(9.964975044001196, 20.71485378012047)
(9.96503375663748, 20.72197800738396)
(9.968166151078735, 20.73435126287716)
(9.968049384694087, 20.741528372194388)
(9.967862827178221, 20.748727025920786)
(9.967601368971426, 20.755938309249192)
(9.970292353705505, 20.768471689979854)
(9.969853834703637, 20.77573104839622)
(9.9693443694197, 20.783009105653402)
(9.971689982813102, 20.79565267957096)
(9.971000452769921, 20.8029717698253)
(9.973105933209288, 20.81569392446959)
(9.97223818899835, 20.823056266947418)
(9.974100591209483, 20.83585037763116)
(9.973052754615033, 20.843251274225597)
(9.9746710253497, 20.856114037191666)
(9.976150808126423, 20.869017490308277)
(9.977492576574871, 20.881962276585476)
(9.976048226456731, 20.889443192165515)
(9.977144237875432, 20.90245081298394)
(9.978097972044122, 20.915489850692076)
(9.978911148827645, 20.928563463478834)
(9.979585689482857, 20.94167550349881)
(9.982602757994792, 20.960392576231797)
(9.982961797694234, 20.973582122068503)
(9.983178239989083, 20.986800125283175)
(9.985639392722852, 21.005663927403898)
(9.985539673359876, 21.01895536062722)
(9.987617401857367, 21.037914961312776)
(9.987197520172147, 21.051268509692303)
(9.988891219989593, 21.070320681427084)
(9.990373250927194, 21.089417081393893)
(9.9916451301893, 21.108560942666248)
(9.992707640227362, 21.127753869113327)
(9.993556686723672, 21.146984522852087)
(9.996284680255956, 21.17199358083405)
(9.996678096242825, 21.19132249865386)
(9.998880109401624, 21.216442976361233)
(10.000803206185008, 21.241626461292455)
(10.002443996640865, 21.266862545158443)
(10.003803840158197, 21.292154445976234)
(10.004881473888615, 21.317497708960623)
(10.007532364030718, 21.34870888569101)
(10.009831538020325, 21.379985793558657)
(10.01177876138514, 21.411326760599472)
(10.013373755657197, 21.4427300004805)
(10.01633528737128, 21.480050660397698)
(10.018874898743974, 21.51744662871446)
(10.020992437070754, 21.55491643618088)
(10.024302669941907, 21.598338678808425)
(10.027120171038879, 21.641843643502245)
(10.029444466383723, 21.685428447771304)
(10.032788856027068, 21.735004132573398)
(10.037048085588449, 21.790587922425694)
(10.040672941908245, 21.846269068782497)
(10.04366378647865, 21.902047632693236)
(10.048770394473273, 21.96980995570507)
(10.045056204046029, 22.001960084035257)
(10.034450763539727, 22.00431735773891)
(10.022559633638563, 22.000640507787907)
(10.011962500406483, 22.002868228990433)
(10.001351962423156, 22.005031233087692)
(9.989561607386884, 22.00114043443247)
(9.978961615123474, 22.003173748081117)
(9.968350123567028, 22.00514618707558)
(9.956664987230019, 22.00104724318356)
(10.05086976319512, 22.61656094998277)
(10.05058309989628, 22.703249974402954)
(10.050259127104988, 22.79604439191462)
(10.050714517311789, 22.90098845015211)
(10.050849135900611, 23.012057297662842)
(10.050557215143675, 23.129259851687376)
(10.050549463685492, 23.25865051512287)
(10.050613266618248, 23.40024261198875)
(10.050536139866097, 23.554049354987633)
(10.050105241444617, 23.720080068348857)
(10.050460627298728, 23.91048324680164)
(10.050536080442587, 24.119211718803417)
(10.050618039138985, 24.35235471325061)
(10.050280911344869, 24.609930557520585)
(10.050168480557016, 24.904116292108732)
(10.050141429966427, 25.241018836351298)
(10.050383287394457, 25.63284567969473)
(10.05036457158808, 26.085718454711404)
(10.050199926581804, 26.61794128000007)
(10.050293295227341, 27.26001434336785)
(10.029720757112134, 27.65239417730114)
(9.986246884109232, 27.654564889166146)
(9.942509898143374, 27.650384811963875)
(9.970036196520715, 29.65885120140618)
(9.911646757802242, 29.550824006986794)
(9.85944837821434, 29.64990310577585)
(9.80435799899879, 29.65105193675064)
(9.8260797487586, 36.005177575902465)
(9.754391627640254, 39.25302738736281)
(9.646147022325488, 45.17991187029914)
(9.50072266897888, 45.17955528013423)
(9.355302850295892, 45.17835276733541)
(9.209892486903865, 45.17630437259257)
(9.064496499110192, 45.173410165218044)
(8.919119806735843, 45.169670243144274)
(8.773767328948873, 45.165084732920455)
(8.628443984097983, 45.15965378970829)
(8.48315468954609, 45.153377597276744)
(8.33790436150394, 45.14625636799579)
(8.19269791486375, 45.138290342829244)
(8.047540263032907, 45.12947979132663)
(7.90243631776771, 45.11982501161401)
(7.757390989007165, 45.10932633038398)
(7.612409184706852, 45.097984102884496)
(7.467495810672846, 45.085798712906964)
(7.322655770395721, 45.072770572773194)
(7.177893964884628, 45.05890012332146)
(7.03321529250146, 45.04418783389159)
(6.91007864420373, 44.834503579435584)
(6.917733066459554, 43.52084332552198)
(6.925012176167566, 42.33538175576953)
(6.931238576280261, 41.265857561792274)
(6.936829592292068, 40.2939768101363)
(6.942626635493868, 39.401481913009086)
(6.94724852551523, 38.58828190198999)
(6.952067140580402, 37.836159429155295)
(5.9374634430654005, 43.5958710648031)
(7.0014798387601145, 36.24977855991165)
(6.984697128515827, 35.78288364226679)
(6.9679673202512475, 35.346422143518645)
(6.966053052937136, 34.85624872384386)
(6.93819573123452, 34.53454757756702)
(6.7908470676344965, 34.848171820871855)
(6.701980561555619, 34.849337013368825)
(6.613003620726609, 34.84996780822704)
(6.926541324590684, 32.951358022513624)
(6.89912535016321, 32.72071013817916)
(6.899674642078573, 32.37702131522995)
(6.900015538935662, 32.05162405697843)
(6.8998339789526515, 31.744469281667868)
(6.898812693201551, 31.455520946490296)
(6.899585008276251, 31.172882372680434)
(6.899026140661803, 30.908387043387776)
(6.899906489919736, 30.650173752739512)
(6.898966715948697, 30.410027187001397)
(6.899114888188935, 30.176119522438945)
(6.898599647600243, 29.954320431226968)
(6.898889775921607, 29.738732121098913)
(5.887162057904872, 32.9914383422537)
(5.80570997002858, 32.9928166880307)
(5.724116109834294, 32.99367740708121)
(5.640567095155079, 32.99984979641037)
(5.558664233516079, 32.99966436388313)
(6.902211258127983, 28.6040251799473)
(6.901178228472986, 28.443120809444988)
(6.899973365526112, 28.288275085801857)
(6.898490422352153, 28.13947523443592)
(6.896627389621772, 27.996695528506557)
(6.89633039522802, 27.854170462641505)
